x,y,z
0.6100301,0.3764538,0.3208867
0.5983811,0.3320919,0.3433988
0.5837393,0.2769158,0.3706995
0.5634208,0.2057885,0.4167786
0.5543593,0.2070538,0.4824126
0.5563866,0.2554129,0.538201
0.5694308,0.3503039,0.5287883
0.5797427,0.3965942,0.4590956
0.5900116,0.3753745,0.3748934
0.5959685,0.3073485,0.3219593
0.5959882,0.2062484,0.3064263
0.59476,0.1164437,0.3106997
0.5897844,0.0228166,0.3496473
0.5837149,-0.06373001,0.4004254
0.5650181,-0.08235957,0.4695864
0.5368674,-0.03015866,0.5435313
0.5312862,0.05316234,0.5327586
0.5474705,0.09813501,0.4614062
0.5731052,0.07497206,0.3697443
0.5889369,-0.0004725945,0.3256785
0.597713,-0.07491692,0.3129818
0.604833,-0.1727953,0.3264763
0.6031122,-0.2347528,0.3693328
0.599521,-0.304925,0.4191849
0.5793033,-0.3133885,0.5115942
0.5655686,-0.2682206,0.5479351
0.5593038,-0.1862348,0.5243974
0.565572,-0.1412821,0.4650254
0.5872518,-0.1552926,0.3698618
0.606396,-0.2255466,0.3240994
0.6225005,-0.3252268,0.3116155
0.628113,-0.364684,0.3108097
